Events number,p1x,p1y,p1z,p2x,p2y,p2z
5812,-22.62032606,14.00019382,14.94935375,26.99828641,-14.82462394,-13.77125215
5813,-34.03179815,1.823541845,-0.246120346,37.09613053,-1.967442541,0.244041594
5814,22.5787621,3.01179268,21.78531603,-25.80873755,-2.960268628,-21.58271002
5815,-21.10223093,1.420256474,25.20978108,20.03672005,-1.325974587,-27.18644033
5816,-22.55511532,5.854874447,20.12511264,25.59857046,-5.023021192,-22.24938529
5817,3.474568829,29.87546716,-10.60577831,-3.063111283,-28.07526557,10.00696089
5818,-7.871197352,29.83700673,-6.122276884,8.186906043,-29.69893676,6.238281735
5819,27.18243732,21.97617737,-0.281326739,-25.38654804,-22.77191799,0.250027278
5820,-21.64813619,13.33809763,12.90401792,24.8721947,-16.96997756,-9.997809478
5821,-6.749820133,32.86780864,-4.876810929,6.054591732,-32.2423241,5.15721592
5822,-1.758770077,16.77554401,-26.70364245,1.782741611,-14.41971563,29.4971754
5823,-22.87408167,23.66586616,2.105662498,21.12202265,-24.62131802,-2.171079812
5824,-23.52444135,1.617146923,-20.38647117,21.25661586,-1.625944534,21.28969182
5825,-12.41665131,8.346427032,29.33315732,14.46755647,-9.168920622,-28.62916995
5826,-0.695045898,20.16482555,25.19955892,0.709885385,-21.50771629,-24.11453434
5827,-28.94847774,4.520121665,-18.41752745,22.41161466,-4.125008266,17.33104839
5828,0.06402197,22.95945437,22.16973999,-0.063004079,-23.9704453,-17.97692803
5829,-25.16611393,21.47870703,7.189819368,21.11160055,-21.83419713,-7.634106582
5830,17.41612709,3.512072928,-26.12004606,-17.82182329,-2.860196958,27.72941215
5831,6.885591631,27.9740034,3.263879901,-7.043182606,-27.40834662,-3.059031326
5832,-12.48249898,19.63168459,-21.28191525,11.59630408,-21.5391224,25.30444322
5833,8.847629196,26.90432131,12.7016535,-7.991674115,-30.25861793,-11.53790861
5834,-10.31018462,15.89439913,-24.70501723,9.36274803,-14.711269,26.95988547
5835,15.86675273,16.92918299,20.13933307,-16.35664883,-16.98014676,-20.1274102
5836,16.62279094,7.00430518,29.81234662,-17.76407054,-8.220956559,-23.80900461
5837,27.28845456,0.997865338,9.263794408,-29.1038566,-1.006333928,-8.639597773
5838,28.94806759,8.313650297,-14.01652359,-29.49109514,-9.248245641,13.29096774
5839,7.173144532,21.05110749,20.03492745,-6.314998472,-22.02606535,-25.19385366
5840,-13.18003855,25.62919821,-15.89482342,11.6182419,-26.58881896,15.27551695
5841,-16.74644745,29.60157762,2.659660652,13.75519785,-30.89486902,-2.561189637
5842,10.40232258,25.74662051,16.62503364,-10.56749737,-24.75862357,-19.12278159
5843,17.78955025,4.093551263,-26.12852639,-16.52209138,-4.048686479,27.67159034
5844,17.25929791,24.24698493,-12.23049099,-16.5619519,-22.35180826,10.70991897
5845,-16.71058431,8.290424473,24.43276733,19.92273515,-7.592986041,-24.26651033
5846,-6.806537375,22.39881615,23.36764958,4.970329462,-20.70027045,-23.58543471
5847,14.92876933,1.084814998,-29.81166322,-17.85480374,-1.212138418,24.89324505
5848,-6.718434873,12.60305083,28.64378076,7.046039014,-12.61335355,-31.6010805
5849,-13.52141348,15.07054169,22.79152116,13.68353131,-17.71181469,-24.16383466
5850,6.695584693,23.4743357,-20.65723449,-7.689605161,-21.26780004,22.16273835
5851,18.99845187,6.119628768,28.43754104,-20.84218402,-5.33545999,-24.07197739
5852,14.40140639,26.27685525,15.29247331,-15.10010664,-20.96454558,-16.20861947
5853,-24.81847121,13.57469755,-20.80174161,20.94231517,-13.30154026,17.01059804
5854,-23.91057926,10.64646646,-18.88173109,22.45854826,-9.945098491,22.97036232
5855,-17.79383798,21.34704003,14.76524948,18.84824526,-20.67354782,-17.11466003
5856,0.805443386,21.17080231,23.52341451,-1.009258466,-20.42749924,-24.14109381
5857,15.73542349,21.42560036,-17.51768808,-15.93713527,-20.25444103,18.58861368
5858,11.37909814,13.5568402,28.81863966,-10.1218864,-13.70723546,-31.1189826
5859,10.51696975,22.64726276,21.19873861,-10.40080349,-19.83088978,-15.98461687
5860,3.30598697,23.1057644,-25.22874597,-3.048524529,-19.84236032,23.43047445
5861,-15.87520408,22.72663851,19.92026982,16.73393189,-19.26594077,-17.55256253
5862,-12.93841098,8.349078003,-30.09758714,12.76090658,-8.986710425,29.95589871
5863,-24.83556112,23.30150557,3.793731463,24.25206748,-22.92048492,-3.702866321
5864,11.8655966,27.9286738,-3.52097755,-12.23567647,-28.95999782,3.737635632
5865,16.84884878,22.63192658,14.95237766,-16.75269902,-24.87012508,-13.4761105
5866,-11.01062474,19.97006124,-24.63587604,12.75778439,-16.97806216,25.36771887
5867,-11.78748499,4.09187862,30.22595153,11.84244971,-4.836152341,-25.28777222
5868,27.57651353,13.3431753,-6.169874578,-26.41203983,-13.34738572,5.952313957
5869,1.082511976,31.98085255,-7.249436258,-1.141068114,-30.52861828,6.690820325
5870,-8.070050461,28.99768239,-8.45657153,8.173763685,-29.452107,8.830845251
5871,-15.80949342,30.29047765,-0.344515349,18.16415242,-26.68847481,0.322152776
5872,-2.132330761,31.27119089,9.887795694,2.317811401,-32.49700233,-10.60573487
5873,12.78109704,11.2388999,23.13126567,-9.791260597,-11.40811778,-32.54408724
5874,16.61960152,25.53787266,3.840657436,-16.67079648,-29.95675144,-3.017149121
5875,33.12350042,4.79322224,5.605446019,-32.7308022,-4.992598524,-6.333330066
5876,-10.88463216,10.4198809,-33.04414989,12.34357453,-9.842944188,29.64633963
5877,-13.54359195,12.51458166,27.98204082,13.55047785,-13.0579953,-30.70709984
5878,-32.66658517,13.92579968,10.24397567,23.88217759,-13.89115627,-10.65513948
5879,-12.34249696,25.04383647,-15.74796194,12.12247917,-27.54956518,15.4138874
5880,10.87292809,8.351648299,-28.67033668,-11.52855797,-9.486411376,25.54860844
5881,-15.05000361,27.77479049,-10.08814369,17.69062906,-28.63480971,9.790192013
5882,20.48623513,23.05993753,12.90620524,-19.12008618,-22.35441494,-12.06964945
5883,23.47150656,22.47025897,16.50937659,-21.59753556,-19.30227492,-12.59056415
5884,25.45788994,0.754385524,-21.27542849,-24.8596327,-0.699534239,21.53119916
5885,-29.94801919,0.522312217,-13.45820627,28.58732893,-0.49971864,15.62297954
5886,27.41188268,16.26752191,9.447114571,-25.96989962,-16.20493901,-9.022083307
5887,3.974093422,25.18096977,13.01338533,-4.253792319,-29.91131204,-12.45352151
5888,-13.95397116,29.50282607,5.49637651,14.32063072,-30.17836153,-5.872612362
5889,-3.030476971,11.80920294,29.80265806,2.705590661,-11.57338611,-27.48948553
5890,-21.46027895,12.32582455,-19.83511735,19.24297736,-15.53152119,20.96815879
5891,12.24229457,28.92796662,-5.316213663,-15.6340566,-24.29906769,6.028120451
5892,22.73215277,15.91224777,-18.00212839,-19.51502122,-13.5227643,19.46931354
5893,-27.91966353,9.244593972,16.06853979,29.0792406,-8.924391406,-15.14997145
5894,-0.292667484,33.64518303,5.263457295,0.270688839,-29.21992946,-5.981982002
5895,17.30679576,12.75491408,-20.73626501,-16.40472929,-13.20080692,26.24319156
5896,24.77203341,13.93981837,-15.56720927,-28.78751354,-13.78557809,12.93521927
5897,-19.33266674,8.461243323,-26.60928646,16.76982955,-9.280972681,24.76932889
5898,5.782138944,21.43244229,26.76906383,-7.336741262,-18.71420621,-27.95369646
5899,-28.45203393,2.001567796,-19.93653001,27.78089324,-1.883749844,16.12325643
5900,-1.989395044,16.46740562,25.63305548,2.144396498,-15.14478307,-28.40976575
5901,8.838595442,27.25756527,3.95835849,-9.388514362,-32.14952334,-4.060218768
5902,-19.8149808,12.44219965,-21.21048349,18.80612979,-13.62924157,19.64841641
5903,-24.30079921,9.384385129,-13.38396936,30.98713027,-10.17663589,12.88619809
5904,-26.26543376,5.331744547,22.28107351,24.39372666,-5.317943407,-20.94409362
5905,-38.30591985,0.556816822,-1.617798489,33.51781582,-0.597044194,1.55836995
5906,-1.492376801,21.85957022,22.64383758,1.520269186,-25.48438045,-23.31723612
5907,-22.44051534,24.46623473,0.38714335,19.91993461,-21.22119809,-0.362728492
5908,-26.23082176,8.058146277,15.19407797,27.34687331,-7.497789995,-15.59144245
5909,-20.74100055,19.11258573,16.5394483,19.93347775,-19.09844003,-14.57047251
5910,30.78866696,6.673282791,8.520590519,-29.22713352,-6.945930959,-7.302510405
5911,30.92019656,0.847097241,-9.23568574,-29.57197546,-0.834379191,8.64168928
5912,-19.43694152,25.92036836,7.498842832,18.37385685,-25.38022554,-7.97167405
5913,-20.60808619,3.357105733,16.26332871,26.19438573,-3.252739243,-17.50263042
5914,4.968121938,33.02976461,-3.373923955,-5.313938569,-33.18767449,3.032481709
5915,-25.52977699,9.248214927,19.80309338,26.60095162,-10.3455526,-18.91900343
5916,-6.720194123,17.67845435,25.61432064,6.271598669,-18.49218405,-25.57482195
5917,9.714995797,22.77977562,-16.97680555,-9.709115778,-24.90342709,15.81187698
5918,-28.50786723,14.19686398,12.33675063,24.18225206,-14.10736157,-14.14079825
5919,-8.077337642,15.96349702,-23.50705712,9.564256485,-19.36464433,25.4462339
5920,-28.08595981,9.035752018,18.89394654,25.68676344,-9.1706795,-17.48759331
5921,15.49297244,19.50117477,20.23452789,-18.84310278,-22.17895696,-18.07668475
5922,-7.544907471,26.00949291,20.62119442,8.249629071,-23.696272,-18.8139345
5923,13.64805003,28.92591889,-3.54007138,-12.79494185,-32.30274436,3.412197481
5924,-10.87988031,1.801374818,-27.67031043,12.599327,-1.684988274,30.5775496
5925,0.797593165,14.40438764,32.14536669,-0.892694892,-13.05332368,-33.20195066
5926,-37.1397877,2.002696866,7.65010178,30.97463823,-2.082156137,-7.568480574
5927,22.36535858,17.75495445,3.781405697,-25.35042527,-16.74321851,-3.900232092
5928,20.09758383,23.01765594,-14.53208987,-22.89787214,-19.86712696,12.39954669
5929,3.424330788,29.48532871,-14.66696636,-3.333900502,-31.65356582,13.63175401
5930,-24.9423013,12.11355284,15.18241523,25.41587965,-11.70326753,-16.63089942
5931,-27.3008253,6.583506364,9.302771893,33.34341136,-6.550525413,-10.05050259
5932,12.48959678,2.467184491,-26.16010289,-14.07377056,-2.919213714,31.67156303
5933,2.035786598,17.72682202,26.92780385,-1.98443759,-19.23449212,-24.91405402
5934,27.21029292,8.105164856,12.11529705,-30.45695402,-9.424514152,-13.32834162
5935,14.7160903,24.29157152,-7.905246703,-15.62654779,-25.4685967,7.911697906
5936,17.55567891,2.095280757,28.22883849,-19.33975287,-1.929736747,-30.14483588
5937,-16.63805986,26.77595329,-8.531350183,16.85177427,-22.82173339,8.737093396
5938,17.99080056,29.11888457,6.300087887,-21.12677046,-23.20878904,-7.755560116
5939,6.92772529,20.42263288,-22.35831237,-6.61322467,-22.64924007,21.98326253
5940,29.02525953,1.353119177,10.37779984,-28.21243566,-1.751216615,-10.51079341
5941,21.80419135,18.09892841,-15.57061988,-19.91088103,-21.93069958,15.78960951
5942,24.61764553,21.05523458,1.05066759,-24.46188922,-18.41925679,-1.052658195
5943,25.83508996,15.61929932,-3.575537337,-25.27083457,-13.48366744,4.117174645
5944,-23.41053247,4.123083256,20.85899498,24.46272576,-4.766824675,-20.61772658
5945,-14.47635156,9.782726981,-25.70199007,13.82792043,-8.932428479,27.58037048
5946,16.71070237,12.58093724,20.85112329,-21.31458123,-14.41814898,-22.61403551
5947,4.306494307,28.99920705,-9.583781363,-4.321304086,-32.08095366,10.07055588
5948,-20.70526711,22.68920923,0.728604481,21.78075429,-27.74411195,-0.646868018
5949,25.27438102,9.194915276,16.4996308,-28.71475441,-9.456833769,-17.58141969
5950,-18.38570214,15.76579081,20.69440162,17.32224871,-16.97134504,-20.12568612
5951,-29.05662005,14.8868675,-5.944663867,28.56400337,-13.0809523,6.969636677
5952,22.45576684,12.95400371,15.82320731,-22.42973845,-11.93857988,-15.93598789
5953,6.954876899,30.90330701,-4.437402574,-7.676973828,-32.60065921,4.686958129
5954,-14.04387992,4.468861476,-27.5491141,14.59252049,-4.777232835,28.57861429
5955,-14.0510531,20.69696824,-10.32845516,17.15950402,-25.06394547,10.49689606
5956,-22.84059225,12.55343258,20.80647734,25.22317426,-12.57974637,-19.02044039
5957,26.53665332,11.95127668,10.63200949,-29.80631718,-11.31596935,-10.47364568
5958,16.520641,19.74980999,20.19180291,-15.54105707,-23.66137108,-16.99493841
5959,5.415667594,29.75226125,14.4394135,-6.048184592,-28.11891453,-16.14504042
5960,0.288712803,22.26365594,-17.31660245,-0.308214735,-21.93974455,20.33566408
5961,-7.26710436,28.44756855,-5.93713723,7.037436068,-31.17075655,5.293265564
5962,-25.6986832,12.91638025,7.700437803,26.35105298,-17.13000077,-7.621826539
5963,20.20276101,19.23048267,15.40147591,-20.33781921,-21.43620712,-13.96739151
5964,-23.38552,9.262770442,-12.34166753,28.97850833,-10.8275722,13.5798569
5965,-17.66047408,4.594724564,26.02371505,16.33751339,-4.364325449,-27.66819429
5966,27.4416948,0.425886032,16.86467963,-28.50088632,-0.517820155,-14.55761165
5967,-14.45629889,28.4797576,1.670853664,13.60966253,-28.98046067,-1.422402943
5968,17.76830558,16.82749882,22.40839903,-21.07414467,-18.16747261,-15.79853021
5969,28.76448856,4.360593556,-9.997294512,-28.93191767,-4.032277182,9.779811147
5970,4.650124437,13.87661796,28.88086771,-4.292527673,-14.39304544,-31.5891289
5971,-17.45475185,25.8969728,5.067826836,19.50739871,-19.5584184,-5.338571349
5972,2.506763753,13.03115226,30.11800139,-2.496260765,-11.18020809,-31.1615587
5973,29.4886032,0.144110076,11.71151798,-29.21532903,-0.127305312,-12.49297764
5974,-8.810769513,29.91785286,3.356147946,9.200189513,-29.0110907,-3.061692069
5975,14.60822503,13.96114295,-26.56889335,-12.27300248,-16.58738651,25.93974763
5976,27.9639469,5.895520869,-14.16669241,-25.54924784,-5.60629563,12.59713391
5977,32.24591225,8.241918776,-11.65218582,-33.67161116,-9.141003821,12.48757264
5978,-14.34319021,9.977176601,-25.14228874,13.86331004,-9.63393787,27.31316814
5979,-29.43755521,2.924926283,-8.985527197,29.46901972,-2.706900905,8.124588467
5980,21.54120706,17.24204237,-13.79299533,-28.60673877,-17.17510992,12.95473378
5981,-36.21243717,3.250041928,2.40616577,33.73843494,-2.970456759,-2.332505494
5982,4.643868613,28.71660422,17.46426092,-5.647669933,-27.91156701,-14.70050295
5983,10.99218909,20.85388755,-19.66324908,-11.2089664,-20.25626963,22.66475269
5984,11.87259813,22.90223129,18.99684382,-11.68208172,-22.67734688,-20.08748844
5985,27.51198925,14.20402886,5.859947376,-24.38997339,-12.94629547,-6.203265397
5986,-4.618620053,10.63854908,31.57751831,4.765994237,-10.7353931,-29.70552619
5987,-0.6973734,28.22156045,-13.99846162,0.675457242,-28.15620301,15.41964275
5988,30.93165352,11.0641476,8.111905077,-26.53510846,-11.32353071,-8.49421501
5989,11.77031716,28.02950227,3.629300857,-12.60351264,-26.60196803,-4.262152464
5990,24.28234646,0.01135781,21.60991545,-23.60648618,-0.010441157,-19.79897882
5991,22.67676048,10.17700419,17.2012394,-27.74726741,-9.930714761,-19.2999383
5992,16.98992612,5.062289405,-25.61358098,-17.26793666,-4.369464131,25.47219427
5993,6.625582503,25.04070584,19.40313419,-6.684884327,-25.67988154,-21.31441927
5994,27.05213007,7.882835677,12.15047061,-29.60613795,-6.357966966,-13.53678297
5995,-16.43205812,9.986434254,-26.49755681,15.98058989,-8.984409848,27.96780988
5996,2.447344125,22.55415311,21.94481004,-2.846046307,-20.07021945,-21.08142645
5997,18.81458928,24.53715458,7.909248408,-19.56901555,-21.23221099,-8.491598637
5998,-12.39641368,25.94165663,19.1942625,12.61448694,-26.03288023,-17.66895149
5999,2.434081662,21.71308913,23.39174786,-2.461458045,-20.59181135,-25.33268505
6000,-23.28742907,5.554569294,17.33980162,27.9201651,-6.842704173,-16.23813114
6001,-22.49810101,4.29994224,-23.86524024,22.53019694,-4.004760946,25.68467182
6002,-11.63050316,17.58214712,25.40676551,12.07650662,-18.65224678,-25.48303394
6003,-13.30789765,2.619694257,27.27696996,13.98620321,-2.463360577,-30.06124026
6004,-2.768754586,12.40163747,-31.70921796,2.332109328,-10.47026308,26.14590408
6005,9.81047152,19.7590066,19.72219107,-9.453721378,-21.8616915,-24.51074542
6006,-10.37654365,20.32565074,-20.2870087,10.75285051,-15.23841147,27.35660202
6007,-7.656012068,26.22802582,12.43504791,8.327219329,-24.39396935,-14.5404449
6008,28.93875221,3.638054393,11.10185543,-30.56091822,-4.415259309,-11.16979377
6009,15.32512858,27.79143967,7.426669414,-11.03258864,-32.06762494,-7.39571722
6010,-18.2710019,25.0869544,3.717412275,17.95599324,-27.0254234,-3.504971914
6011,15.40272147,24.93972465,-3.901769714,-16.96483992,-28.74833118,4.164373117
6012,28.05459892,2.187391272,15.98734621,-32.51618989,-2.261669311,-16.64674597
6013,-9.720950348,29.03549749,-1.786472776,9.692961039,-35.09562692,1.614502542
6014,18.57490716,12.66634644,21.05350494,-16.93487546,-13.92523624,-23.44190078
6015,-27.6792482,13.86938908,-6.966486845,29.09739874,-15.11518889,6.372140219
6016,20.13013844,23.55465758,2.938934128,-18.8184058,-25.52865103,-2.725361532
6017,21.93670316,19.77690925,17.09096503,-19.62234949,-19.36521259,-14.48669947
6018,25.25848067,2.562828715,-20.56832957,-24.91982906,-2.56436505,22.45162625
6019,6.81299415,20.56035311,23.48591236,-6.500630688,-21.55878362,-24.66071494
6020,-24.4311974,0.814373463,-19.39675165,25.29931505,-0.771456553,22.3407197
6021,-14.22363225,23.59554746,-15.16482715,16.35874708,-26.14533436,13.89725924
6022,24.76430436,15.80260033,-11.80747826,-23.7306774,-20.34166526,12.49949741
6023,-2.539146692,27.4041473,19.79688321,2.501729328,-24.87576322,-18.83804377
6024,14.58470558,23.56826175,15.44948748,-15.97828093,-23.61752722,-16.81328261
6025,-22.68414335,22.44749001,-11.64929393,22.13200554,-18.33510336,9.696434087
6026,-21.35773082,19.94774058,0.585084311,23.26978751,-21.17935503,-0.629021131
6027,17.01436704,1.473315207,24.78783266,-16.62614635,-1.544722057,-27.52235173
6028,3.49263272,23.55927866,19.13106833,-5.108766054,-23.52643547,-16.90415519
6029,-22.24021885,13.53667286,-17.72265233,21.42425559,-14.42707636,15.38618019
6030,19.58705486,2.315433058,-21.84470985,-20.3740873,-2.803083424,21.02924187
6031,11.51871518,23.74017573,-8.86742332,-10.34961708,-31.98713249,9.080144825
6032,-6.537537117,25.11059857,-19.32331008,5.907153435,-26.44140036,20.40600569
6033,17.27665595,9.48556047,27.98707068,-17.69287535,-7.59858742,-25.32425448
6034,28.56821884,11.70195734,-7.041781888,-32.11525009,-12.30175729,6.611885691
6035,9.609784432,3.449803825,30.94193327,-11.37775573,-3.4416552,-28.72243447
6036,-14.5364948,26.28602013,0.906015401,18.58560918,-23.79519714,-0.903327008
6037,24.12823721,8.983995765,19.18942367,-21.74083727,-8.315318054,-19.33647973
6038,2.122371661,31.38430449,-13.13377716,-2.224855017,-31.80546932,14.40588265
6039,3.276480717,13.86682916,-26.44167699,-3.779685049,-14.53503893,28.50660815
6040,1.723890023,25.40437165,-19.41513801,-1.627306649,-26.56120257,21.24677407
6041,23.12191177,20.46181063,-4.785736815,-28.78614581,-20.13542375,4.225590319
6042,-24.19066576,16.74474022,17.3066762,24.66971359,-15.54053909,-15.92678381
6043,-12.12407843,29.21339918,-0.377677937,9.921338201,-31.32393886,0.430041977
6044,-32.56048775,5.92402281,6.393359389,32.67015465,-6.408211908,-8.509369484
6045,34.02512834,12.44284267,2.987987026,-31.23271752,-11.40055563,-3.416605202
6046,14.5282569,11.28150428,22.12228682,-14.54203518,-11.1379971,-27.37596813
6047,16.17317974,18.5940731,-17.12818792,-16.81080907,-22.47823353,19.50583865
6048,-20.59978745,24.07318412,12.93822405,21.95548145,-21.31815109,-12.90301132
6049,-16.88647742,5.189651447,-30.57935034,17.30234184,-5.200665489,30.02078837
6050,8.641081621,20.06682273,-18.89653911,-7.069652381,-19.8565808,20.56485708
6051,21.21181303,17.55975657,16.52080609,-22.41554149,-18.57409043,-14.4142072
6052,25.15521163,17.32522247,-7.714714591,-27.9263625,-15.71675565,7.718561678
6053,15.60792318,14.52815051,23.9234545,-17.62453009,-15.02974773,-25.65655678
6054,29.16077077,18.18702335,-4.564855194,-27.37123356,-16.50932547,4.561311334
6055,-17.979804,18.00918018,22.40425084,16.66692794,-14.87794056,-20.79797662
6056,7.917385012,30.97970073,-13.86610022,-8.657894413,-31.24697657,14.87986178
6057,18.17205159,21.40613987,14.14710485,-18.24813551,-23.69037607,-11.88687042
6058,-3.711222299,26.837572,-15.10828298,3.43514772,-34.34234441,14.66962964
6059,-19.66132536,18.83011608,-15.26081969,17.81523777,-21.29593225,14.14947856
6060,-13.40589969,20.17007307,-18.79197196,11.74153638,-22.6282188,18.46131102
6061,-14.3487075,25.39109795,-15.81191956,13.32594057,-24.50671103,13.1130103
6062,0.833701086,20.33046379,21.10147135,-0.815427374,-20.06527132,-19.9395219
6063,18.39132101,10.90001615,-25.30463204,-17.91575053,-10.46045909,25.04433737
6064,-4.564796279,21.97599898,21.41728911,4.616230957,-22.26126094,-22.54950667
6065,-6.359291525,30.68724732,-14.11255451,5.60108442,-27.61114315,12.54548123
6066,-11.04233144,21.79601019,16.31205635,10.81156131,-25.35973897,-15.93068636
6067,23.93640136,5.080489316,22.10010988,-23.54841505,-5.357775365,-18.55478597
6068,-28.30174993,11.87910727,-7.338650226,28.42712117,-10.66316037,7.290116
6069,-25.3419005,18.95777806,0.758236635,29.74495005,-13.39079884,-0.938260713
6070,-8.244067062,34.51954669,-4.700368302,7.695874473,-22.15721151,5.145850411
6071,-23.21127401,3.216569315,-20.85198918,23.25108237,-3.755761777,22.52395643
6072,-27.63353797,1.199466933,-9.259670569,35.31676507,-1.498913959,7.026955054
6073,-13.48034113,26.43581845,-7.869336319,11.62773221,-32.6696064,7.208808929
6074,-30.52611897,0.143141517,-4.746654973,33.4713412,-0.125010597,4.804113706
6075,17.75931751,27.99008703,6.280390131,-16.01092748,-28.19649596,-6.138112899
6076,4.330838269,31.89776619,4.760511798,-4.244582269,-26.79999048,-4.212648394
6077,14.45902332,14.71495002,22.7282397,-11.72803253,-14.82187424,-24.17249404
6078,-19.86306301,23.5571286,-11.30942101,17.76161067,-25.59335041,12.15871007
6079,14.14552481,28.42942062,-6.62165064,-17.20398239,-29.11922291,7.152067826
6080,-7.944420915,27.66313932,9.835206022,8.300461319,-29.86347374,-9.608234759
6081,9.480934251,26.45664623,-16.39495448,-8.030337961,-24.18253609,19.70548377
6082,-14.04496192,11.06305543,24.15071207,14.13603388,-8.983775898,-28.01555999
6083,-30.64254284,2.163487059,-9.516037756,30.91057109,-2.39396303,10.08706593
6084,23.30220873,21.94904362,9.789656467,-20.61924261,-20.08021771,-11.00084823
6085,-26.41128983,12.64010227,4.622506164,29.60173684,-13.23010791,-4.817551171
6086,-6.582489051,12.35336178,29.56125941,5.634707109,-10.60728935,-30.51863592
6087,29.79666634,14.13864908,10.13831192,-24.66777081,-12.8810943,-11.4407915
6088,25.67990896,9.704444087,4.471964644,-29.56132843,-10.09193393,-4.367915863
6089,30.35188951,5.69448528,3.712755382,-31.83513217,-5.052764268,-3.555239937
6090,17.49050686,22.51451844,-5.341522371,-18.35038652,-27.16466888,3.999453303
6091,4.608270122,33.09222638,1.034451366,-4.49813004,-30.91826738,-0.952340453
6092,-2.527299483,15.87447415,30.22564054,2.599540876,-15.82657106,-28.5073277
6093,26.81377812,5.176105492,9.755491883,-26.99332687,-5.617608473,-8.265144652
6094,-6.471504978,20.80439968,-23.59601218,6.798312874,-22.65700208,25.06151288
6095,-4.83176939,26.06380787,18.92771802,4.672450211,-24.24986549,-21.91451135
6096,23.61077211,6.098487169,-23.45863914,-22.77949236,-5.629331349,17.77536577
6097,-29.28890932,8.891084993,-2.468298633,30.53987396,-8.475867142,2.336084228
6098,28.65099784,0.240838297,-13.84991552,-31.68801589,-0.269556491,13.52190298
6099,26.80355556,6.893486291,20.12070808,-23.61393631,-7.084271035,-14.8840066
6100,23.02304704,1.770992746,-17.65149448,-26.08561031,-1.67154346,20.53811023
6101,-13.0614223,25.23398056,18.76079988,14.76755793,-23.36539685,-15.83867263
6102,2.340686849,31.07545524,2.084756042,-2.620713153,-34.19094429,-1.905784686
6103,-30.14603153,0.566979187,4.220991394,31.92144621,-0.588602987,-4.156194354
6104,23.00560684,13.05328603,16.0779458,-25.17181978,-12.72138255,-15.94717549
6105,21.82932153,26.46347392,3.455740304,-17.70786269,-25.37602631,-3.407041327
6106,-24.66908767,19.68419872,-7.647499246,21.92722189,-19.53319512,8.224567723
6107,-33.11751566,7.112804386,0.621432501,33.57671576,-8.671521759,-0.653370045
6108,-13.88889559,33.94078087,10.1113162,15.03878661,-27.43040341,-8.910949201
6109,3.115239513,27.23985516,20.67910836,-3.794829685,-25.64249323,-17.53053506
6110,-2.72364983,30.54657031,-0.407480389,3.065527603,-33.72467374,0.42023233
6111,-21.54215918,16.87356224,15.1709979,22.36408294,-17.4964377,-17.28419544
6112,-20.52218262,15.1868357,19.64112416,24.05655001,-15.93192074,-18.30896581
6113,-30.71542342,1.081289921,11.16639156,27.7868894,-1.000090839,-9.52315899
6114,13.65744438,6.879561158,-29.75294105,-13.74455934,-8.345930438,28.610635
6115,13.4120764,11.19415103,30.03227952,-10.32093126,-12.11621742,-27.57804899
6116,-28.27732148,2.43761484,-15.82842716,29.83207183,-2.389433213,18.33177296
6117,23.20498682,9.703191087,-16.7013643,-25.36236734,-10.14951769,17.13044008
6118,-34.15185791,7.388252106,-0.034758461,27.64220378,-7.552903243,0.044878882
6119,-24.38763239,4.738456558,16.32177215,24.91756203,-4.538686788,-14.38530162
6120,23.67294722,21.75663116,1.484388033,-28.01098121,-21.65392051,-1.759992361
6121,8.573362548,29.83691759,-5.678943936,-9.382486059,-29.1393316,6.550294098
6122,12.60429544,25.36117179,-16.53656947,-13.49538148,-20.63937721,17.34590024
6123,20.18819675,9.37667133,-21.93130586,-18.85256081,-10.4414123,20.2182124
6124,7.21699807,21.52070132,20.61771161,-6.205109337,-23.9233876,-23.1082011
6125,-29.24316705,11.04713042,-7.169947019,29.13542851,-9.979065329,8.25165196
6126,2.777812501,12.13015041,-27.53122339,-2.34047323,-11.27427239,26.0219938
6127,-33.71502077,8.173041711,8.249007361,28.85310351,-7.437428547,-9.330076371
6128,0.371501968,23.80938686,-14.48611965,-0.312146108,-31.28203362,14.32475139
6129,-24.54532214,19.69098446,-9.417042337,24.17804934,-18.2718905,8.467934846
6130,0.443603863,37.4250842,12.12138798,-0.488221744,-31.26708045,-9.62699702
6131,-4.89259648,30.25330946,-2.649536304,4.524404728,-28.40410609,2.909094925
6132,22.11834647,2.546407541,-21.68677698,-24.52049892,-2.544627195,18.99380331
6133,-20.33430549,21.8354336,-2.729147229,20.20003631,-21.99720286,2.699946497
6134,-10.53469764,18.5549813,24.36931162,10.43624503,-19.70803278,-23.48409154
6135,-7.301011453,11.75015474,-36.26514068,7.36737636,-11.68636697,28.6842867
6136,12.67330206,28.91465022,-9.317226054,-11.60796776,-26.95630269,9.994250426
6137,-15.43375347,1.015338625,27.24503231,19.44083811,-0.833971555,-23.52797417
6138,-18.5630206,21.92310332,-16.83400091,16.51297449,-17.59330552,17.53931379
6139,3.410252862,32.63759059,-8.369222236,-3.781794309,-23.43273621,7.477179385
6140,17.3337023,0.083590607,-24.19950223,-14.76213961,-0.086724909,24.6303315
6141,18.90330454,18.81002127,-16.04930336,-21.66997232,-18.32460638,17.35218763
6142,-12.09729851,25.77047171,6.287895587,12.37424217,-31.25595888,-5.871074051
6143,22.62678088,18.34787715,-16.77824562,-23.59767704,-16.70980494,18.15202694
